query,title,url,snippet,creation_date,modified_date
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,FORM 10-K NVIDIA CORPORATION,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/4e9abe7b-fdc7-4cd2-8487-dc3a99f30e98.pdf,"Feb 24, 2023 ... to meet sustainability disclosure or ESG reporting standards. ... 2023 Proxy Statement under the captions “Report of the ... NVIDIA Corporation;. 2 ...",2023-02-24,2023-02-24
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,FORM 10-Q NVIDIA CORPORATION,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/ecefb2b2-efcb-45f3-b72b-212d90fcd873.pdf,"May 26, 2023 ... The January 29, 2023 consolidated balance sheet was derived from our audited consolidated financial statements included in our Annual Report on ...",2023-05-26,2023-05-26
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,FORM 10-K NVIDIA CORPORATION,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/ca04d49f-caab-436f-9e6f-e8493c8e8515.pdf,"Mar 17, 2022 ... ... annual Corporate Social Responsibility Report, or CSR Report. Information contained on our website or in our annual CSR Report is not ...",2022-03-18,2022-03-18
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,FORM 10-Q NVIDIA CORPORATION,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/cd532449-4dc3-404a-a999-25e7b2e8c246.pdf,"Oct 31, 2021 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ...",2022-11-18,2022-11-18
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,2023 NVIDIA Corporation Annual Review,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/1e1670a6-7983-48dc-9e79-47a0a82b3f48.pdf,... annual report on Form 10-K and quarterly reports on Form 10-Q. Copies of reports filed with the SEC are posted on the company's website and are available from ...,2023-05-05,2023-05-05
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,FORM 10-Q NVIDIA CORPORATION,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/19426b68-6120-44a3-9032-bb629ef2b3d9.pdf,"During the second quarter of fiscal year 2023, we completed the consolidated financial reporting phase of the implementation, which included updating our ...",2022-08-31,2022-08-31
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,IBM's 2021 ESG Report,https://dsxx4t8pjznor.cloudfront.net/wp-content/uploads/2022/04/27155649/IBM_2021_ESG_Report.pdf,"as well as corporate social responsibility, sustainability, environmental, and other societal and governance matters. ... globally by year-end 2023 ... IBM 2021 ESG ...",2022-04-20,2022-04-20
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,FORM 10-Q NVIDIA CORPORATION,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001045810/8b8d4537-83d8-4c94-b065-e7a2cd34da49.pdf,"May 2, 2021 ... reporting and general ledger module to be implemented in fiscal year 2023. We will continue to evaluate each quarter whether there are ...",2022-05-27,2022-05-27
Nvidia Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Annual Report,https://d1io3yog0oux5.cloudfront.net/_13487d2f76f3c7b2306c6bd82f929e22/equinix/db/2183/23432/annual_report/Equinix-Inc_2023_Annual-Report.pdf,"Feb 16, 2024 ... 2023 Equinix Sustainability Report. Page 7 ... annual disclosures within the 2023 CDP Climate Change Survey. ... NVIDIA DGX is a trademark of NVIDIA ...",2024-04-12,2024-04-12
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2022 Sustainability and Annual Report,https://s23.q4cdn.com/323685665/files/doc_downloads/2022/TGI-Sustainability-and-Annual-Report-2022.pdf,"Jul 15, 2022 ... About TRIUMPH. Triumph Group, Inc., headquartered in Berwyn, Pennsylvania, designs, engineers, manufactures, repairs, and overhauls a broad ...",2022-06-21,2022-06-21
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",UNITED STATES SECURITIES AND EXCHANGE COMMISSION ...,https://s23.q4cdn.com/323685665/files/doc_downloads/2023/10-K-FY23-446441_002_BMK.pdf,"May 23, 2023 ... In fiscal year of 2023, the Triumph Group Charitable ... reporting as of March 31, 2023 ... Triumph Group, Inc., Triumph Receivables, LLC, and each.",2023-06-09,2023-06-09
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","Triumph Group, Inc. - 2023 Proxy Statement",https://s23.q4cdn.com/323685665/files/doc_downloads/2023/FY23-Proxy-Statement-448415_002_Print_BMK.pdf,"May 30, 2023 ... Combined annual and sustainability report was completed, including data download and establishment of ESG goals, which were incorporated.",2023-06-12,2023-06-12
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Sustainability Report 2022 | Ivanhoe Mines,https://s202.q4cdn.com/805644705/files/doc_downloads/2022/IVANHOE-Sustainability-Report-2022_Final.pdf,"Dec 9, 2022 ... This 2022 Sustainability Report is Ivanhoe Mines Ltd.'s (Ivanhoe, Ivanhoe. Mines or the Company) sixth annual public report since ...",2023-05-21,2023-05-21
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",alcon 2022 social impact and sustainability report,https://s1.q4cdn.com/963204942/files/doc_downloads/2023/11/Social-Impact-and-Sustainability-Report-2022.pdf,"Embedded throughout the company, the system aligns with ISO 14001:2015. Environmental Management Systems. CLIMATE CHANGE. AND GHG EMISSIONS. In 2022, Alcon set ...",2023-06-27,2023-06-27
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",INVESTOR DAY,https://s23.q4cdn.com/323685665/files/doc_presentations/2023/Sep/13/tgi-investor-day-presentation-sep-2023.pdf,"Sep 13, 2023 ... ... TRIUMPH's Annual Report on Form 10-K for the fiscal year ... Joined TRIUMPH Group, Inc. President and CEO ... TRIUMPH / Investor Day / Sep 13, 2023 ...",2023-09-13,2023-09-13
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Annual Report Template,https://s24.q4cdn.com/405935222/files/doc_downloads/gov_docs/2024/04/staa-2024-sustainability-report_final.pdf,"Apr 24, 2024 ... We are honored to share this STAAR Surgical Company. Sustainability Report with you, focusing on our commitment to sustainability and our ...",2024-04-15,2024-04-24
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",OUR 2023 SUSTAINABILITY REVIEW,https://s28.q4cdn.com/960448380/files/doc_downloads/ESG/357941_Expro_ESG-2023_Full-Doc_Af.pdf,"Apr 12, 2024 ... Our Social team ... Company's Annual Report on Form 10-K, Quarterly ... Dates and statements in this report reflect the Company's views as of ...",2024-04-05,2024-04-05
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023 Proxy Statement,https://s21.q4cdn.com/665674268/files/doc_financials/2023/ar/419402-1-_11_FedEx-Proxy_WR.pdf,"Aug 10, 2023 ... The success of our efforts is built on our sound environmental, social, and governance (ESG) practices, which are aligned with our company ...",2023-08-07,2023-08-07
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","TRIUMPH GROUP, INC. AUDIT COMMITTEE CHARTER 1. Purpose ...",https://s23.q4cdn.com/323685665/files/doc_downloads/2023/06/audit-committee-charter-april-27-2023-approved.pdf,The independent auditor engaged for this work shall report directly to the Committee. The independent auditor shall be the registered public accounting firm ...,2023-06-08,2023-06-08
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",PARKER HANNIFIN ANNUAL REPORT 2023,https://d1io3yog0oux5.cloudfront.net/_6db60146b053f160ffb8a96c925576f6/parker/db/2288/21886/annual_report/PH+FY23+AR.pdf,"... Inc., Moog. Inc., Triumph Group, Inc., Senior plc, Crane Co., Raytheon Collins Aerospace, Woodward, Inc. and Safran S.A.. We believe that our platform ...",2023-09-15,2023-09-19
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",Odfjell Annual Report 2023,https://d3grzk40ejrt1i.cloudfront.net/1711461833/annual-report-2023-odfjell-se.pdf,"May 7, 2024 ... The Board's statement on corporate governance is part of the Group's Annual Report. Our. Corporate Social Responsibility policy also focuses on.",2024-03-26,2024-03-26
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",2022 Annual Report,https://d1io3yog0oux5.cloudfront.net/_459ac745b511f66b20044a987b71879d/parker/db/2288/21677/annual_report/PH_2022_Annual_Report.pdf,"Sep 13, 2022 ... Inc., Triumph Group, Inc., Senior plc ... Company's 2021 Annual report on Form 10YK. ... Environmental the Company is currently responsible for ...",2022-09-19,2022-09-20
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",2023 Proxy Statement,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001048911/44ae4e67-a2f2-4780-9111-6a70365ecbac.pdf,"Aug 10, 2023 ... ... Group, Inc., a registered investment advisor ... Our 2023 ESG Report and other sustainability ... the year ended May 31, 2023 (the “Annual Report”).",2023-08-09,2023-08-09
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",SCHEDULE 14A,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001364885/8db6224e-1b41-4528-8754-f5b0d9a0200a.pdf,"Dec 31, 2023 ... launched its first annual Sustainability Report ... Group Incorporated TransDigm Group Incorporated L3 Harris Technologies Triumph Group Triumph ...",2022-03-16,2022-03-16
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","DEF 14A - 03/16/2023 - TTM Technologies, Inc.",https://d1io3yog0oux5.cloudfront.net/_96f6666884f165d55c06555512f3bbb1/ttm/db/2263/21069/proxy_statement/2023+Proxy+Statement.pdf,"Mar 15, 2023 ... Triumph Group. ✓. ✓. Unimicron Technology ... Company and to recipients of various awards under the 2023 ... annual report, and help preserve ...",2023-03-16,2023-03-16
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",Sunnova Energy International Inc.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001772695%20/33890ed7-054a-4cde-badc-cb4f74d71da1.pdf,"May 17, 2023 ... NOTICE IS HEREBY GIVEN that the Annual Meeting of Sunnova Energy International Inc. (the ""Company"") will be held in a virtual meeting.",2023-04-06,2023-04-06
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",FedEx Corporation,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001048911/eb76ac93-a501-49a2-8243-48a3b164716c.pdf,"Sep 21, 2023 ... ... corporate social responsibility (“CSR ... The 2023 ESG Report and 2022 Global Economic Impact Report are not incorporated ... The Goldman Sachs ...",2023-08-10,2023-08-10
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",UNITED STATES SECURITIES AND EXCHANGE COMMISSION ...,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000793952/edd32135-100b-47aa-9593-ae6232edec43.pdf,"Feb 23, 2024 ... The Company's Annual Report on Form 10-K, quarterly reports on Form 10-Q and current reports on Form 8-K, and any amendments to those reports, ...",2024-02-23,2024-02-23
"Triumph Group, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","TRIUMPH BANCORP, INC.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0001539638/dff3ef72-34f0-425d-ab52-eca1c1df65ee.pdf,"Feb 14, 2022 ... (“the Company”) certify, on the basis of such officers' knowledge and belief that: (1) The Annual Report of the Company on Form 10-K for the ...",2022-02-14,2022-02-14
